file	origin	licence	redistributable	category	kind	verdict	pieces	distinct_prefabs	footprint	top_tier	missing_pct	portals	stations	ih_discarded_rows	creator	role	fit
hs_meadows_longhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	108	7	4.0x16.0x5.0	meadows	0.0	0	0	20	Biome Blueprints	108 pieces, 7 prefabs, 4.0x16.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_mad_madstarterhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	217	18	14.1x14.1x8.0	meadows	0.0	0	0	32	Mad	217 pieces, 18 prefabs, 14.1x14.1x8.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_madzobuild_modernstarterhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	612	10	19.1x19.1x8.0	meadows	0.0	0	0	45	Madzobuild	612 pieces, 10 prefabs, 19.1x19.1x8.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	96	7	8.0x8.0x6.0	meadows	0.0	0	0	21	Biome Blueprints	96 pieces, 7 prefabs, 8.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_modestypooh_igloo.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	151	2	8.9x9.7x4.7	blackforest	0.0	0	0	21	Pooh Test	151 pieces, 2 prefabs, 8.9x9.7x4.7 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_starterhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	221	23	10.2x8.7x13.0	swamp	0.0	0	0	23	BerserkTBuilDeR	221 pieces, 23 prefabs, 10.2x8.7x13.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_stilt_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	54	8	4.0x6.0x6.0	meadows	0.0	0	0	14	Biome Blueprints	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_stilt_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	68	8	4.0x8.0x6.0	meadows	0.0	0	0	16	Biome Blueprints	68 pieces, 8 prefabs, 4.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_stilt_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	32	8	4.0x4.0x4.0	meadows	0.0	0	0	12	Biome Blueprints	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_stone_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	9	4.0x6.0x6.5	blackforest	0.0	0	0	14	Biome Blueprints	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_stone_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	80	9	4.0x8.0x6.5	blackforest	0.0	0	0	16	Biome Blueprints	80 pieces, 9 prefabs, 4.0x8.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_stone_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	152	9	8.0x10.0x7.5	blackforest	0.0	0	0	21	Biome Blueprints	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_suspicious_turnip1.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1869	13	16.9x16.8x20.2	swamp	0.0	0	3	36	Monkey	1869 pieces, 13 prefabs, 16.9x16.8x20.2 m, 3 stations, 1 beds, 0 portals	source biome tag: meadows; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_teakeycee_mudcastle.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2857	33	55.6x52.0x17.0	blackforest	0.0	0	0	154	Teakeycee	2857 pieces, 33 prefabs, 55.6x52.0x17.0 m, 0 stations, 4 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_the_flint_flat.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	176	21	9.2x10.4x5.0	meadows	0.0	0	6	23	Daft God	176 pieces, 21 prefabs, 9.2x10.4x5.0 m, 6 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_the_neck_nook.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	183	23	8.5x8.6x6.8	meadows	0.0	0	5	21	Daft God	183 pieces, 23 prefabs, 8.5x8.6x6.8 m, 5 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_meadows_villa.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	178	7	12.0x10.0x9.0	meadows	0.0	0	0	23	Biome Blueprints	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_aodi_skardvakt_the_black_tower.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	358	7	9.3x9.3x10.5	mistlands	0.0	0	0	21	Aodi	358 pieces, 7 prefabs, 9.3x9.3x10.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_arthur_manor_elver.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2802	92	34.3x23.1x22.7	mistlands	0.0	0	1	63	Arthur	2802 pieces, 92 prefabs, 34.3x23.1x22.7 m, 1 stations, 1 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_black_marble_pillars_parts.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	264	13	21.1x24.4x4.5	mistlands	0.0	0	0	52	Ise LeGaCy	264 pieces, 13 prefabs, 21.1x24.4x4.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_blackmarble_fortress_med.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1838	58	40.0x40.0x15.4	ashlands	0.0	0	9	96	Monkey	1838 pieces, 58 prefabs, 40.0x40.0x15.4 m, 9 stations, 1 beds, 0 portals	source biome tag: mistlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	48	7	4.0x6.0x5.0	meadows	0.0	0	0	14	Biome Blueprints	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_enterpriseihv6.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	10387	131	42.8x42.3x84.2	mistlands	0.0	86	45	117	Dana	10387 pieces, 131 prefabs, 42.8x42.3x84.2 m, 45 stations, 15 beds, 86 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_eric_bloodaxe_prefab_large_fort.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4105	89	65.9x104.0x22.5	ashlands	0.0	13	32	292	Eric Bloodaxe	4105 pieces, 89 prefabs, 65.9x104.0x22.5 m, 32 stations, 1 beds, 13 portals	source biome tag: mistlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_great_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	132	7	8.0x12.0x6.0	meadows	0.0	0	0	23	Biome Blueprints	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_henkodrom.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	1649	51	44.4x60.0x15.0	mistlands	0.0	3	0	141	Henk Debrook	1649 pieces, 51 prefabs, 44.4x60.0x15.0 m, 0 stations, 0 beds, 3 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_henkolymp.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3285	51	93.2x93.7x13.0	mistlands	0.0	15	0	357	Henk Debrook	3285 pieces, 51 prefabs, 93.2x93.7x13.0 m, 0 stations, 0 beds, 15 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	60	7	4.0x8.0x5.0	meadows	0.0	0	0	16	Biome Blueprints	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	28	7	4.0x4.0x3.0	meadows	0.0	0	0	12	Biome Blueprints	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_longhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	108	7	4.0x16.0x5.0	meadows	0.0	0	0	20	Biome Blueprints	108 pieces, 7 prefabs, 4.0x16.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_madzobuild_blackeitrrefinery.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	244	10	10.0x8.0x7.6	mistlands	0.0	0	1	23	Madzobuild	244 pieces, 10 prefabs, 10.0x8.0x7.6 m, 1 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_madzobuild_madhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1412	74	27.3x34.2x10.9	blackforest	0.0	1	31	70	Madzobuild	1412 pieces, 74 prefabs, 27.3x34.2x10.9 m, 31 stations, 2 beds, 1 portals	source biome tag: mistlands; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_madzobuild_simpleeitrrefinery.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	59	11	8.4x5.3x4.5	mistlands	0.0	0	1	18	Madzobuild	59 pieces, 11 prefabs, 8.4x5.3x4.5 m, 1 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	96	7	8.0x8.0x6.0	meadows	0.0	0	0	21	Biome Blueprints	96 pieces, 7 prefabs, 8.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_sheepshank_lighthouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2241	81	39.7x31.8x37.4	mistlands	0.0	2	14	86	Sheepshank	2241 pieces, 81 prefabs, 39.7x31.8x37.4 m, 14 stations, 1 beds, 2 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_sheepshank_longboatlugev2.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	293	31	26.9x25.5x14.8	mistlands	0.0	1	1	60	Sheepshank	293 pieces, 31 prefabs, 26.9x25.5x14.8 m, 1 stations, 0 beds, 1 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_sheepshank_trophytowerv2.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3577	52	24.9x24.8x25.0	mistlands	0.0	1	1	60	Sheepshank	3577 pieces, 52 prefabs, 24.9x24.8x25.0 m, 1 stations, 0 beds, 1 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_sheepshank_wizardtower.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3425	128	89.1x22.6x54.1	mistlands	0.0	10	28	126	Sheepshank	3425 pieces, 128 prefabs, 89.1x22.6x54.1 m, 28 stations, 1 beds, 10 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_sorcererstower.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1413	106	17.4x20.8x22.8	mistlands	0.0	0	22	40	Bri Games	1413 pieces, 106 prefabs, 17.4x20.8x22.8 m, 22 stations, 1 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_stilt_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	54	8	4.0x6.0x6.0	meadows	0.0	0	0	14	Biome Blueprints	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_stilt_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	68	8	4.0x8.0x6.0	meadows	0.0	0	0	16	Biome Blueprints	68 pieces, 8 prefabs, 4.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_stilt_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	32	8	4.0x4.0x4.0	meadows	0.0	0	0	12	Biome Blueprints	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_stone_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	9	4.0x6.0x6.5	blackforest	0.0	0	0	14	Biome Blueprints	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_stone_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	80	9	4.0x8.0x6.5	blackforest	0.0	0	0	16	Biome Blueprints	80 pieces, 9 prefabs, 4.0x8.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_stone_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	152	9	8.0x10.0x7.5	blackforest	0.0	0	0	21	Biome Blueprints	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_thrad_storehouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	setpiece	PLACES_CLEAN	671	25	18.5x12.0x12.0	ashlands	0.0	0	0	33	Sirna	671 pieces, 25 prefabs, 18.5x12.0x12.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_thrad_two_towers.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1902	60	30.3x30.6x19.5	ashlands	0.0	1	5	77	Sirna	1902 pieces, 60 prefabs, 30.3x30.6x19.5 m, 5 stations, 0 beds, 1 portals	source biome tag: mistlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_thrad_workshop.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	493	52	17.5x10.9x11.3	mistlands	0.0	0	9	30	Sirna	493 pieces, 52 prefabs, 17.5x10.9x11.3 m, 9 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_villa.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	178	7	12.0x10.0x9.0	meadows	0.0	0	0	23	Biome Blueprints	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mistlands_wizards_tower_rings.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	160	4	22.0x30.0x1.0	mistlands	0.0	0	0	61	Ise LeGaCy	160 pieces, 4 prefabs, 22.0x30.0x1.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_abzul_modern_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1401	55	14.0x21.0x18.0	mistlands	0.0	0	2	38	Abzul	1401 pieces, 55 prefabs, 14.0x21.0x18.0 m, 2 stations, 1 beds, 0 portals	source biome tag: mountain; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	48	7	4.0x6.0x5.0	meadows	0.0	0	0	14	Biome Blueprints	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_feasthallfinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	6671	124	37.3x40.5x19.2	ashlands	0.0	0	20	98	Ivor The Smol	6671 pieces, 124 prefabs, 37.3x40.5x19.2 m, 20 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_great_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	132	7	8.0x12.0x6.0	meadows	0.0	0	0	23	Biome Blueprints	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_halvar_epic_starting_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1875	98	55.6x39.7x20.0	mistlands	0.0	0	23	126	Halvar	1875 pieces, 98 prefabs, 55.6x39.7x20.0 m, 23 stations, 3 beds, 0 portals	source biome tag: mountain; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	60	7	4.0x8.0x5.0	meadows	0.0	0	0	16	Biome Blueprints	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	28	7	4.0x4.0x3.0	meadows	0.0	0	0	12	Biome Blueprints	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_longhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	108	7	4.0x16.0x5.0	meadows	0.0	0	0	20	Biome Blueprints	108 pieces, 7 prefabs, 4.0x16.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	96	7	8.0x8.0x6.0	meadows	0.0	0	0	21	Biome Blueprints	96 pieces, 7 prefabs, 8.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_stilt_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	54	8	4.0x6.0x6.0	meadows	0.0	0	0	14	Biome Blueprints	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_stilt_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	68	8	4.0x8.0x6.0	meadows	0.0	0	0	16	Biome Blueprints	68 pieces, 8 prefabs, 4.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_stilt_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	32	8	4.0x4.0x4.0	meadows	0.0	0	0	12	Biome Blueprints	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_stone_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	9	4.0x6.0x6.5	blackforest	0.0	0	0	14	Biome Blueprints	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_stone_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	80	9	4.0x8.0x6.5	blackforest	0.0	0	0	16	Biome Blueprints	80 pieces, 9 prefabs, 4.0x8.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_stone_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	152	9	8.0x10.0x7.5	blackforest	0.0	0	0	21	Biome Blueprints	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_mountain_villa.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	178	7	12.0x10.0x9.0	meadows	0.0	0	0	23	Biome Blueprints	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_20037_valheimian.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	968	16	20.3x21.1x16.5	blackforest	0.0	0	47	45	ЮрЕц	968 pieces, 16 prefabs, 20.3x21.1x16.5 m, 47 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_abzul_common_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2291	69	29.4x32.8x26.2	mistlands	0.0	0	1	70	Abzul	2291 pieces, 69 prefabs, 29.4x32.8x26.2 m, 1 stations, 1 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_abzul_storage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	294	15	12.5x10.1x6.0	blackforest	0.0	0	0	28	Abzul	294 pieces, 15 prefabs, 12.5x10.1x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_admin_veseljko_smokehouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	491	80	20.5x21.1x9.0	swamp	0.0	0	22	45	Admin Veseljko	491 pieces, 80 prefabs, 20.5x21.1x9.0 m, 22 stations, 6 beds, 0 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_admin_veseljko_storage_hub_v1.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	691	30	16.1x16.1x8.0	blackforest	0.0	7	0	36	Admin Veseljko	691 pieces, 30 prefabs, 16.1x16.1x8.0 m, 0 stations, 0 beds, 7 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_arthur_hall_of_portals.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	1932	33	39.8x27.7x18.2	swamp	0.0	15	3	76	Arthur	1932 pieces, 33 prefabs, 39.8x27.7x18.2 m, 3 stations, 0 beds, 15 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_black_bv_build2.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	217	20	14.6x17.2x10.0	blackforest	0.0	0	0	34	Black	217 pieces, 20 prefabs, 14.6x17.2x10.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
