name	flat_pad_verdict	setting	intended_setting	floating_fraction	air_isolation_max_m	mean_air_m	max_air_m	relief_m	footprint_span_m	footprint_area_m2	pieces	stations	portals	beds	missing_pieces	verdict	category	kind	metadata	licence	origin
hs_plains_creative_house.blueprint	grounds_on_posts	supported_air	land	0.303	2.83	7.791	7.951	9.951	32.0	660.0	1150	7	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_swamp_halfnate_viking_house_new.blueprint	grounds_on_posts	supported_air	land	0.313	6.0	2.982	8.474	9.787	28.9	844.0	3476	21	0	4	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_boar_breeder.blueprint	grounds_on_posts	supported_air	land	0.317	4.0	5.579	8.703	12.068	17.5	240.0	394	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_cabin_bf_cozy_carrot.blueprint	grounds_on_posts	supported_air	land	0.323	4.0	7.738	14.002	16.996	16.5	248.0	3298	7	0	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
instairtower_ruin.blueprint	grounds_on_posts	supported_air	land	0.324	2.83	2.091	3.0	4.0	10.0	136.0	96	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_ashlands_odin_compactforge.blueprint	grounds_on_posts	supported_air	land	0.325	4.0	4.827	4.943	6.895	25.6	492.0	764	20	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_madzobuild_madhouse.blueprint	grounds_on_posts	supported_air	land	0.327	4.0	4.893	9.599	10.985	36.7	820.0	1412	31	1	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
drake-lighthouse.blueprint	grounds_on_posts	supported_air	land	0.333	2.0	35.75	36.8	38.8	14.5	276.0	1255	0	0	0	0	PLACES_CLEAN	flavour	module	curated	none stated	fleet corpus
pillartower_ruins.blueprint	grounds_on_posts	supported_air	land	0.333	2.83	3.693	7.951	8.951	14.2	144.0	111	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
pillartower_remnant.blueprint	grounds_on_posts	supported_air	land	0.346	2.0	1.0	1.0	2.0	14.0	104.0	29	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
foresthold.blueprint	grounds_on_posts	supported_air	land	0.347	2.83	4.898	8.658	8.988	18.4	288.0	585	0	0	0	0	PLACES_CLEAN	defence	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_ashlands_blueprints_mint_s_ash_tower.blueprint	grounds_on_posts	supported_air	land	0.354	4.47	4.777	11.219	11.379	27.6	656.0	1538	31	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_plains_ulf_the_builder_lighthouse.blueprint	grounds_on_posts	supported_air	land	0.354	4.0	15.466	22.962	23.962	16.0	260.0	1267	3	0	1	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_flam_travel_cabin_1.blueprint	grounds_on_posts	supported_air	land	0.367	2.0	1.179	1.256	5.507	10.5	120.0	146	1	0	0	0	PLACES_CLEAN	base	module	derived	none stated	OverDrive/BiomeBlueprints
instairtower_reruined.blueprint	grounds_on_posts	supported_air	land	0.371	2.83	2.861	5.732	6.732	10.2	140.0	87	0	0	0	0	PLACES_CLEAN	flavour	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
hs_plains_ragnar_smelter.blueprint	grounds_on_posts	supported_air	land	0.38	4.47	3.196	3.952	5.952	37.8	632.0	695	6	0	0	0	PLACES_CLEAN	production	setpiece	derived	none stated	OverDrive/BiomeBlueprints
hs_mistlands_thrad_storehouse.blueprint	grounds_on_posts	supported_air	land	0.393	2.83	3.739	9.69	9.866	20.0	336.0	671	0	0	0	0	PLACES_CLEAN	flavour	setpiece	derived	none stated	OverDrive/BiomeBlueprints
speeds-bridge2.blueprint	grounds_on_posts	supported_air	over_water	0.417	4.47	2.023	2.72	2.72	27.9	240.0	63	0	0	0	0	PLACES_CLEAN	bridge	module	curated	none stated	fleet corpus
hs_plains_mister_meia_casa.blueprint	grounds_on_posts	supported_air	land	0.421	2.83	1.741	3.828	4.803	19.7	380.0	760	13	0	2	0	PLACES_CLEAN	base	setpiece	derived	none stated	OverDrive/BiomeBlueprints
Relicv_Raven_V2.blueprint	grounds_on_posts	supported_air	land	0.429	6.0	4.492	6.41	6.41	12.4	112.0	94	0	0	0	1	PLACES_WITH_GAPS	flavour	module	derived	none stated	okeanz/LootGoblinsUtils
ruins_0_1.blueprint	grounds_on_posts	supported_air	land	0.438	5.66	3.358	5.323	7.877	11.8	128.0	85	0	0	0	1	PLACES_WITH_GAPS	flavour	module	curated	none stated	Oosquai/SavheimIV
god-22.blueprint	grounds_on_posts	supported_air	land	0.438	2.83	17.803	17.895	18.896	13.0	256.0	836	0	0	0	0	PLACES_CLEAN	outpost	module	curated	none stated	fleet corpus
hs_ashlands_lady_silvergrey_oceanflame.blueprint	grounds_on_posts	supported_air	land	0.461	6.0	35.327	52.806	82.762	52.3	2188.0	6291	0	46	0	0	PLACES_CLEAN	portal	setpiece	derived	none stated	OverDrive/BiomeBlueprints
foresthold_deserted.blueprint	grounds_on_posts	supported_air	land	0.486	2.83	3.221	6.718	8.888	18.4	288.0	515	0	0	0	0	PLACES_CLEAN	defence	module	curated	AGPL-3.0	RickardAndreasAgren/ValheimBlueprintCruncher
god-ponte-plus.blueprint	grounds_on_posts	supported_air	over_water	0.5	4.0	11.933	13.226	15.353	28.1	320.0	883	0	0	0	0	PLACES_CLEAN	bridge	module	curated	none stated	fleet corpus
hs_blackforest_sheepshank_karve5manluge.blueprint	grounds_on_posts	supported_air	land	0.522	5.66	2.024	7.967	34.967	28.4	552.0	573	3	3	0	0	PLACES_CLEAN	portal	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_enchantedforeststumpcombo_brigames.blueprint	grounds_on_posts	supported_air	land	0.536	5.66	5.306	61.239	61.239	11.9	112.0	65	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_starterhouse.blueprint	grounds_on_posts	supported_air	land	0.625	4.0	2.858	5.87	8.18	11.4	128.0	221	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_ugm_starheim_atst_leanedforward.blueprint	grounds_on_posts	supported_air	land	0.636	6.0	5.553	7.564	8.137	9.6	88.0	161	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_meadows_busy_bee_beehive.blueprint	grounds_on_posts	supported_air	land	0.667	4.47	4.577	4.913	4.913	10.5	48.0	70	6	0	0	0	PLACES_CLEAN	production	module	derived	none stated	OverDrive/BiomeBlueprints
hs_ashlands_fireplace_brigames.blueprint	grounds_on_posts	supported_air	land	0.867	4.47	0.942	1.0	1.0	7.4	60.0	122	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
hs_blackforest_lotusflower_brigames.blueprint	grounds_on_posts	supported_air	land	0.875	4.47	5.748	6.732	6.732	10.2	128.0	92	0	0	0	0	PLACES_CLEAN	flavour	module	derived	none stated	OverDrive/BiomeBlueprints
PuP_Owl-tree_house.blueprint	no_body	unresolvable	unknown													EMPTY	base	empty	curated	none stated	fleet corpus
salty-dick-mordach-castle-final.blueprint	no_body	unresolvable	unknown													EMPTY	base	empty	curated	none stated	fleet corpus
PuP_rampart1.blueprint	no_body	unresolvable	unknown													EMPTY	defence	empty	curated	none stated	fleet corpus
PuP_tavern.blueprint	no_body	unresolvable	unknown													EMPTY	flavour	empty	curated	none stated	fleet corpus
SerpentShip.blueprint	no_body	unresolvable	unknown													EMPTY	flavour	empty	curated	none stated	fleet corpus
SerpentShip_Empty.blueprint	no_body	unresolvable	unknown													EMPTY	flavour	empty	curated	none stated	fleet corpus
serpent.blueprint	no_body	unresolvable	unknown													EMPTY	flavour	empty	curated	none stated	fleet corpus
salty-dick-tower-test.blueprint	no_body	unresolvable	unknown													EMPTY	outpost	empty	curated	none stated	fleet corpus
PuP_stable.blueprint	no_body	unresolvable	unknown													EMPTY	production	empty	curated	none stated	fleet corpus
ragnar-warehouse.blueprint	no_body	unresolvable	unknown													EMPTY	production	empty	curated	none stated	fleet corpus
